# category_review.txt
# Channels that could not be auto-categorized.
# Edit the last column, then save as channel_overrides.txt
# Valid categories: music | tv | tech | unsure | news | food | comedy | other
# May be abbreviated M, V, T, unsure, N, F, C, O
norm_name|raw_name|channel_url|total_plays|title_count|category
FOBOS PLANET|FOBOS PLANET|https://www.youtube.com/channel/UCaJs3QtwUWJ2u_sdQVBs4XA|7|6|unsure
The Art Corner - TV Wallpapers|The Art Corner - TV Wallpapers|https://www.youtube.com/channel/UC5H0Al_A991iNPVnqFb9vVA|7|3|unsure
Zach Sang Show|Zach Sang Show|https://www.youtube.com/channel/UCAJnnJPeWf45gPDuQ15-Z6w|6|2|unsure
InsideAI|InsideAI|https://www.youtube.com/channel/UC0_M9eztZvetcyLAb5f-o5w|6|3|unsure
Patents Demystified|Patents Demystified|https://www.youtube.com/channel/UCRCJACvqCJPOHbb9A-QNjeA|6|3|unsure
StratoBuilds|StratoBuilds|https://www.youtube.com/channel/UC-e6QUUYKm0Y2qaxXd6p9uA|6|3|unsure
How To Electronics|How To Electronics|https://www.youtube.com/channel/UC5p2U8rMVIq0eJB8zJK7koQ|6|3|unsure
Matt Wolfe|Matt Wolfe|https://www.youtube.com/channel/UChpleBmo18P08aKCIgti38g|6|3|unsure
The Golden Kobe Family|The Golden Kobe Family|https://www.youtube.com/channel/UCAKHJfgRes803gkd2PzPWHQ|6|3|unsure
HISTORY|HISTORY|https://www.youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ|6|3|unsure
Spencer’s Adventures|Spencer’s Adventures|https://www.youtube.com/channel/UCqsdzXbeM5HWwfPBenXRIWQ|6|2|unsure
Will Surridge Tech|Will Surridge Tech|https://www.youtube.com/channel/UCUHYuGhF4-ite6rulwWD5rw|6|2|unsure
Matt Maher|Matt Maher|https://www.youtube.com/channel/UC6-EGajbNF0DPD9AJ8oQC1A|6|1|unsure
Maker Tutor|Maker Tutor|https://www.youtube.com/channel/UCaDCwZpf36YyALB5D_LvWlA|6|2|unsure
scottbez1|scottbez1|https://www.youtube.com/channel/UCzxBfc2Axi-Why6UwpFDn4w|6|2|unsure
ProShorts 101|ProShorts 101|https://www.youtube.com/channel/UCx1yYZtkdt9VQhZlR7I6--w|6|3|unsure
Licky's Smart Home Channel|Licky's Smart Home Channel|https://www.youtube.com/channel/UCDTWqCNm_kbPJhpVZBVSykA|6|2|unsure
DIGIBITE|DIGIBITE|https://www.youtube.com/channel/UCD0Pchc74OhubbumbmGZE8Q|6|1|unsure
Electronoobs|Electronoobs|https://www.youtube.com/channel/UCjiVhIvGmRZixSzupD0sS9Q|6|3|unsure
Ben Makes Everything|Ben Makes Everything|https://www.youtube.com/channel/UCKU7oz0NZLOml3dzGOjPfXg|6|1|unsure
ENTTEC|ENTTEC|https://www.youtube.com/channel/UCSGGMgmroLrEDpBoNFwj04w|6|3|unsure
pileofstuff|pileofstuff|https://www.youtube.com/channel/UCRiFz3gNKE3VysarZ7nmqIA|6|2|unsure
Skill Foundry|Skill Foundry|https://www.youtube.com/channel/UCPHm5UtG1_nITgKqeMKlS5g|6|2|unsure
DittyTV : Handcrafted Music Television|DittyTV : Handcrafted Music Television|https://www.youtube.com/channel/UC5SSYxcCwsjzionwg20d0gQ|6|1|unsure
PLACITECH|PLACITECH|https://www.youtube.com/channel/UCdZP_6QvuYiHi4yLufgZUNg|6|3|unsure
Boiler Room|Boiler Room|https://www.youtube.com/channel/UCGBpxWJr9FNOcFYA5GkKrMg|6|2|unsure
Kaufman Home Automation|Kaufman Home Automation|https://www.youtube.com/channel/UCjgziIA-lXmcqcMIm8HDnYg|6|3|unsure
KPeyanski|KPeyanski|https://www.youtube.com/channel/UCiyU6otsAn6v2NbbtM85npg|6|3|unsure
SubSoul|SubSoul|https://www.youtube.com/channel/UCO3GgqahVfFg0w9LY2CBiFQ|6|2|unsure
CTech&Media English|CTech&Media English|https://www.youtube.com/channel/UC7GOWiijn45SNJFzHxBQBag|6|2|unsure
Tips And Tricks 2K|Tips And Tricks 2K|https://www.youtube.com/channel/UCdwSY9fPAlwV4vsj-b_i1AA|6|3|unsure
Applying Microcontroller Solutions|Applying Microcontroller Solutions|https://www.youtube.com/channel/UCbc5XQxX2YpHtCJEtLozToQ|6|2|unsure
kian|kian|https://www.youtube.com/channel/UCXRNO_06vrZ7MGvQvWZPQ3Q|6|2|unsure
Innovative Home Automation (Towerclimber87)|Innovative Home Automation (Towerclimber87)|https://www.youtube.com/channel/UCgR0bi4BodveOcI6vzu9xTA|6|2|unsure
TechHut|TechHut|https://www.youtube.com/channel/UCjSEJkpGbcZhvo0lr-44X_w|6|3|unsure
J-Rat Techworks|J-Rat Techworks|https://www.youtube.com/channel/UC1JJcm8n5ALkXUUGpqOWHQA|6|2|unsure
CodingScientist|CodingScientist|https://www.youtube.com/channel/UCZ7-Bc9fZN3gyY7N1eXOVEg|6|3|unsure
Wh0|Wh0|https://www.youtube.com/channel/UCfDqV9pRIMool6CCdkoyIyw|6|1|unsure
Humble Empire|Humble Empire|https://www.youtube.com/channel/UCv2aT_KJAxcO2DeURTSCrNA|6|1|unsure
S2O Festival|S2O Festival|https://www.youtube.com/channel/UC16ZPwUyty9OnmeH0FSj4ew|6|2|unsure
Audiotree|Audiotree|https://www.youtube.com/channel/UCWjmAUHmajb1-eo5WKk_22A|6|2|unsure
benyialex|benyialex|https://www.youtube.com/channel/UC7uREh7pPWwGyaqmWXXSiRQ|6|1|unsure
scratchscience|scratchscience|https://www.youtube.com/channel/UC1a-K6h4e93poOTsRL03Tsg|6|1|unsure
NPR Music|NPR Music|https://www.youtube.com/channel/UC4eYXhJI4-7wSWc8UNRwD4A|6|4|unsure
EditsWithUke|EditsWithUke|https://www.youtube.com/channel/UC6JNPTo1KiYOGXbsr1RqU8g|6|1|unsure
LCD Soundsystem|LCD Soundsystem|https://www.youtube.com/channel/UC8NRkSpKUuy6GBwFL6nu6PQ|6|2|M
CHEZAME|CHEZAME|https://www.youtube.com/channel/UCAQiw3lW0k1haXD1-kuo6qQ|6|6|unsure
SALES|SALES|https://www.youtube.com/channel/UCtO0QgaInbpejf7ktDUGkKA|6|1|M
ArtTime|ArtTime|https://www.youtube.com/channel/UCMhCja7AhTRNl5oCwX6roVA|6|3|O
UNIVEA|UNIVEA|https://www.youtube.com/channel/UCzt2duvBvLiyewfF1f3wBfA|6|6|unsure
Reynard Lowell|Reynard Lowell|https://www.youtube.com/channel/UC7dR3zb454qbmuzTR2_ABhQ|6|6|unsure
Tonka's WaterWolf Ranch|Tonka's WaterWolf Ranch|https://www.youtube.com/channel/UCdzF9O7eRA6jclUYxQ4ZBaA|6|6|O
The Prince of Darkness Stories|The Prince of Darkness Stories|https://www.youtube.com/channel/UCQj1t_rSzKXBBg8g0jwUD-w|5|3|M
Neutral|Neutral|https://www.youtube.com/channel/UCkH4qz-p-WccXAhwOpaUn_g|5|2|unsure
Visionary|Visionary|https://www.youtube.com/channel/UC_8gQrYCIf9aG_9N4_T5fzg|5|2|unsure
Stud Pack|Stud Pack|https://www.youtube.com/channel/UCjG94SagJZoyPggcBhUdFCA|5|3|unsure
SlimShots|SlimShots|https://www.youtube.com/channel/UCByeH9bXLQiNzOyyXcWgAzA|5|3|unsure
DHMY-PRODUCTIONS|DHMY-PRODUCTIONS|https://www.youtube.com/channel/UCuIsysAX5Drzoq_eDlsS1Bg|5|3|unsure
Crosstalk Solutions|Crosstalk Solutions|https://www.youtube.com/channel/UCVS6ejD9NLZvjsvhcbiDzjw|5|3|unsure
Underworld|Underworld|https://www.youtube.com/channel/UCL2yEhXEN6umpyZYJhX4e7g|5|2|unsure
yoyoTech|yoyoTech|https://www.youtube.com/channel/UCxrwkWUuAcpLPwovisO9cqw|5|2|unsure
John - Mostly Magic Smoke|John - Mostly Magic Smoke|https://www.youtube.com/channel/UC5o7QIWzOvFsE612KGJ0EmA|5|3|unsure
NSJ|NSJ|https://www.youtube.com/channel/UClLon9s4QA_pAKnM-nwlOEg|5|1|unsure
Toolroom Records|Toolroom Records|https://www.youtube.com/channel/UCpiZh3AGeTygzfmUgioOFFg|5|2|unsure
Eats Everything|Eats Everything|https://www.youtube.com/channel/UCT8A6Ji19y82hmcTE237SzA|5|2|unsure
KEXP|KEXP|https://www.youtube.com/channel/UC3I2GFN_F8WudD_2jUZbojA|5|3|unsure
Chris Liepe|Chris Liepe|https://www.youtube.com/channel/UCatVlK-imF7H9o0RDGOYWAg|5|4|unsure
Daft Funk Live|Daft Funk Live|https://www.youtube.com/channel/UCAl4zrrhZFYrHamdEKSCUKg|5|1|M
The Funk Hunters|The Funk Hunters|https://www.youtube.com/channel/UC_kS7zIRFtX61lLWDCA9Wsw|5|1|unsure
Auguste Marshal|Auguste Marshal|https://www.youtube.com/channel/UCiWLGffqWSXlNnfzp6YwwyQ|5|1|unsure
Scratch Bandits Crew|Scratch Bandits Crew|https://www.youtube.com/channel/UCDUbkfcZWEdqQIn0Zaggk_A|5|2|M
EDM Bot|EDM Bot|https://www.youtube.com/channel/UCvmUdL2NHWlj1NRiNJPI-TQ|5|1|unsure
stance|stance|https://www.youtube.com/channel/UCgiz3Pm3FBhDyy3g_fP5OVA|5|5|unsure
A Mohican|A Mohican|https://www.youtube.com/channel/UCPFpNEp28z_BboonkESvawg|5|1|unsure
TOPSIFY|TOPSIFY|https://www.youtube.com/channel/UCGJdzJQ3R1BpahSvcFq23HA|5|1|unsure
Lyrical Lemonade TV|Lyrical Lemonade TV|https://www.youtube.com/channel/UCMreYZfbzsP4eHgJMlpqRYQ|5|3|M
That Recipe|That Recipe|https://www.youtube.com/channel/UC8uZHruhmwQe3ffTKt6O1OA|5|5|F
ViralHog|ViralHog|https://www.youtube.com/channel/UC3339WgBDKIcxTfywuSmG8w|5|5|unsure
Unique Vibes|Unique Vibes|https://www.youtube.com/channel/UCn7Z0uhzGS1KjnO-sWml_dw|5|1|M
Throne and Liberty|Throne and Liberty|https://www.youtube.com/channel/UCQ9MaaCoL5VO0BHXZROBllQ|5|5|unsure
Hometalk|Hometalk|https://www.youtube.com/channel/UCCqZ18V6706J1NJOIDCVgAQ|5|5|unsure
Amirra Robertson|Amirra Robertson|https://www.youtube.com/channel/UCariQmZCUNn3XpQom76k1IQ|5|4|unsure
Active4KMusic|Active4KMusic|https://www.youtube.com/channel/UCtBVgS63sjNOba-Vp9CKPMA|4|4|unsure
Technology Connections|Technology Connections|https://www.youtube.com/channel/UCy0tKL1T7wFoYcxCe0xjN6Q|4|3|unsure
Map Pack|Map Pack|https://www.youtube.com/channel/UCb0JxFSwHTzH0AEsAzQHV4w|4|3|unsure
The Engineering Mindset|The Engineering Mindset|https://www.youtube.com/channel/UCk0fGHsCEzGig-rSzkfCjMw|4|2|unsure
Music Vibe|Music Vibe|https://www.youtube.com/channel/UCQ0mxTNoEhr9-GRP51mwOdQ|4|1|unsure
Asa Park|Asa Park|https://www.youtube.com/channel/UCxs87BsBSzw8FC7IlvfQ5kA|4|2|unsure
Julian Goldie SEO|Julian Goldie SEO|https://www.youtube.com/channel/UCGpsgNbzdF7BECCVbB1COHw|4|2|unsure
James Bond 007|James Bond 007|https://www.youtube.com/channel/UCwTkM6CvIsYFaFiMKIKCqHw|4|2|unsure
BOOM PULSE|BOOM PULSE|https://www.youtube.com/channel/UCoD1ViJxGRK_u4T1WXI0nxw|4|2|unsure
Benn Jordan|Benn Jordan|https://www.youtube.com/channel/UCshObcm-nLhbu8MY50EZ5Ng|4|2|unsure
Dad Saves America|Dad Saves America|https://www.youtube.com/channel/UCVB6TzXJbxiSd0TiFSk5h-Q|4|2|unsure
Pourya Kordi|Pourya Kordi|https://www.youtube.com/channel/UCKT6d-xaBMxkZ1wjHpsmf0g|4|1|unsure
Dylan Davis|Dylan Davis|https://www.youtube.com/channel/UCVzcPkOAnbnzOpJzOCDNHwQ|4|2|unsure
AccuWeather|AccuWeather|https://www.youtube.com/channel/UCuYqi3hOfz6-3Hdp6tEJjAg|4|2|unsure
TWCDesign|TWCDesign|https://www.youtube.com/channel/UC9bZy627A--NKLGtf9LnAJA|4|2|unsure
Linking Your Thinking with Nick Milo|Linking Your Thinking with Nick Milo|https://www.youtube.com/channel/UC85D7ERwhke7wVqskV_DZUA|4|2|unsure
Ron Z|Ron Z|https://www.youtube.com/channel/UChBauN74FxRNNOeR_wpBA_w|4|1|unsure
Heavy Metal Horizons|Heavy Metal Horizons|https://www.youtube.com/channel/UCZJVGkUR2iZo32xCBBwb0lQ|4|1|unsure
Start Making (Woodworking)|Start Making (Woodworking)|https://www.youtube.com/channel/UCBBmPZJumPKc1vYJuJT3YIA|4|2|unsure
Spencley Design Co.|Spencley Design Co.|https://www.youtube.com/channel/UC4Xarmlw0RJ573ZgJO2b5GA|4|2|unsure
Smart Home Ideas|Smart Home Ideas|https://www.youtube.com/channel/UCSQNbp_1b-9ZpTETCG8t-ig|4|1|unsure
YouTube Movies|YouTube Movies|https://www.youtube.com/channel/UCe32OZT9DM73E7PkbGIyv7g|4|1|unsure
Bear Mountain Builds|Bear Mountain Builds|https://www.youtube.com/channel/UCFvz0E5-GOMZgsqM8fWgFdw|4|2|unsure
Pro maker 101|Pro maker 101|https://www.youtube.com/channel/UCz7MNU869tyK-WQ2IaqkY_A|4|1|unsure
smart home & more|smart home & more|https://www.youtube.com/channel/UCkwdS6Kc2yibIyjM04A0bFQ|4|1|unsure
Eddy Burback|Eddy Burback|https://www.youtube.com/channel/UCuo9VyowIT-ljA5G2ZuC6Yw|4|1|unsure
HBO Max|HBO Max|https://www.youtube.com/channel/UCx-KWLTKlB83hDI6UKECtJQ|4|2|unsure
Michael Alm (ALM FAB)|Michael Alm (ALM FAB)|https://www.youtube.com/channel/UCFPi0bIn4Bc3Vkd9T-dKuzw|4|2|unsure
Opto Video|Opto Video|https://www.youtube.com/channel/UCu4VaBjPynEA8mn9Gf2KKYQ|4|2|unsure
Inventor New|Inventor New|https://www.youtube.com/channel/UC_jCDk-0r3PSnrcT78Ag4OQ|4|2|unsure
DIY Machines|DIY Machines|https://www.youtube.com/channel/UC3jc4X-kEq-dEDYhQ8QoYnQ|4|2|unsure
Tommy Bianco|Tommy Bianco|https://www.youtube.com/channel/UCG-b39Q7LY1v96_07BJi-iA|4|1|unsure
The Verge|The Verge|https://www.youtube.com/channel/UCddiUEpeqJcYeBxX1IVBKvQ|4|2|unsure
Carl Bugeja|Carl Bugeja|https://www.youtube.com/channel/UCdxTCCRnQgfi2vr2fZupYIQ|4|2|unsure
Online Product Reviews|Online Product Reviews|https://www.youtube.com/channel/UCTHYkLP05LlfFrWohUyW9Sw|4|2|unsure
markusfuller|markusfuller|https://www.youtube.com/channel/UCx36Uxaf_LHo635bK6kSCPQ|4|2|unsure
Painless360|Painless360|https://www.youtube.com/channel/UCp1vASX-fg959vRc1xowqpw|4|2|unsure
Albert Kim|Albert Kim|https://www.youtube.com/channel/UCnJyFn_66GMfAbz1AW9MqbQ|4|2|unsure
Канал ИДЕЙ|Канал ИДЕЙ|https://www.youtube.com/channel/UCbgT1Hrlxca2jjI-_3JbOMw|4|1|unsure
DELOFHA SERVIS|DELOFHA SERVIS|https://www.youtube.com/channel/UCTHAyPdsbXPL8SYWB6uR2Qg|4|2|unsure
i2c_jason|i2c_jason|https://www.youtube.com/channel/UCXvRuXwVpLQSwcJVt0v4xIA|4|2|unsure
The LabOtomy|The LabOtomy|https://www.youtube.com/channel/UC6tFEU5Koh7FudA4Juwzlbg|4|2|unsure
Embrace Making|Embrace Making|https://www.youtube.com/channel/UClPWZq1CXsdOE9GlD6qIcZA|4|2|unsure
StanleyProjects|StanleyProjects|https://www.youtube.com/channel/UCx1xiWx0sUH85QdtcfkqU9w|4|2|unsure
Mecharms|Mecharms|https://www.youtube.com/channel/UCbr5-H1b8s92cRtQwIhUjzA|4|1|unsure
EE Wave|EE Wave|https://www.youtube.com/channel/UCN5yLMGFtk_6VfqGRK8PJNg|4|2|unsure
Jas.Achieve|Jas.Achieve|https://www.youtube.com/channel/UC7ZfMpng0JcoRqT8yBHcDhA|4|1|unsure
Steven Bennett|Steven Bennett|https://www.youtube.com/channel/UCvnxvXWYcOlmhRFvZ_ISP8g|4|2|unsure
Tech Craft|Tech Craft|https://www.youtube.com/channel/UCT-GpMtIFhX9EMA0Eauevhw|4|2|unsure
Crazy Couple DIY|Crazy Couple DIY|https://www.youtube.com/channel/UCR0wao7J3htf9DjuVJ2uzUw|4|1|unsure
Kimbra Fans Forever|Kimbra Fans Forever|https://www.youtube.com/channel/UC7I1E-mWCbuJZeqZtblA9_g|4|1|unsure
Seun Moore|Seun Moore|https://www.youtube.com/channel/UCqHzU4JCZscSssdRt6EgKEg|4|1|unsure
allen's lab|allen's lab|https://www.youtube.com/channel/UCUVzyC4knaI7IHeMKyRaDYw|4|1|unsure
Back to Yesterday|Back to Yesterday|https://www.youtube.com/channel/UCuJBQl-_LZcFepZ_SFyhXbA|4|2|unsure
Engineer Bo|Engineer Bo|https://www.youtube.com/channel/UCCZkc96h2dlElrfYmMWr8KQ|4|2|unsure
Electromaker|Electromaker|https://www.youtube.com/channel/UCiMO2NHYWNiVTzyGsPYn4DA|4|2|unsure
When Jekyll Meets Hyde|When Jekyll Meets Hyde |https://www.youtube.com/channel/UCeMCa3qUw-UUJ3GdmCojwQQ|4|2|unsure
posoco2000|posoco2000|https://www.youtube.com/channel/UCDnV1K2HsIN3qleiZZNWe_g|4|1|unsure
PettyYou007|PettyYou007|https://www.youtube.com/channel/UCoQnGI2qd6AARaCn7rJt6Eg|4|2|unsure
3DLEDCube|3DLEDCube|https://www.youtube.com/channel/UCYXCd8v9BsTUUoFVRJlSd-Q|4|2|unsure
Brian Lough|Brian Lough|https://www.youtube.com/channel/UCezJOfu7OtqGzd5xrP3q6WA|4|2|unsure
GIGS|GIGS|https://www.youtube.com/channel/UC2LSxCQoApZVmpWEBudCZlQ|4|2|unsure
Zach of All Trades|Zach of All Trades|https://www.youtube.com/channel/UCEE9G4bpqOYzB61yBS6-OiA|4|1|unsure
Smart Solutions for Home|Smart Solutions for Home|https://www.youtube.com/channel/UCtQpGuWY5sTUqrED4SgScVA|4|1|unsure
coobird's lab|coobird's lab|https://www.youtube.com/channel/UCLfqfSwlwSkSSjYXmSMiW7w|4|1|unsure
Noel's Retro Lab|Noel's Retro Lab|https://www.youtube.com/channel/UC2-SP1bYi3ueKlVU7I75wFw|4|1|unsure
Electronic Wizard|Electronic Wizard|https://www.youtube.com/channel/UC51ATLxoST0adWo5xdbfhAA|4|2|unsure
Thaddeus Nemeroff|Thaddeus Nemeroff|https://www.youtube.com/channel/UCS9m2reE3CpDBRR2Mwg7wrA|4|1|unsure
HiTech Life|HiTech Life|https://www.youtube.com/channel/UCrWFuz0BIrUGB42-2GGsqqA|4|2|unsure
Fireship|Fireship|https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA|4|2|unsure
ElectrArc240|ElectrArc240|https://www.youtube.com/channel/UCPa1ivCpLcqP60OGqb9Yzqw|4|1|unsure
DIY TechRush|DIY TechRush|https://www.youtube.com/channel/UCV50reu_f_tl3ZfKqCgPRsA|4|2|unsure
DIY Light Lab|DIY Light Lab|https://www.youtube.com/channel/UCFPVZLYxCERZSfV2PLK82tA|4|1|unsure
ChasingSquirrels|ChasingSquirrels|https://www.youtube.com/channel/UCsBo0h1lBXxuLNK-IipInKw|4|1|unsure
JohnsonHardware|JohnsonHardware|https://www.youtube.com/channel/UC_dAXVWBBPusfRFOardJntg|4|2|unsure
Electrical and plumbing|Electrical and plumbing|https://www.youtube.com/channel/UCaJWyeG-K7yV4YbYuO6ZONg|4|2|unsure
Houseum|Houseum|https://www.youtube.com/channel/UC58C_BhzlZIJTeomuVSD2lA|4|1|unsure
Twinkle Tunes and Lighting|Twinkle Tunes and Lighting|https://www.youtube.com/channel/UCp76QrlDOdOylTzoEJYBDgA|4|1|unsure
wermy|wermy|https://www.youtube.com/channel/UCRP1Zx7B4b66ZwkB2Ov5pMw|4|1|unsure
Circuit Specialists|Circuit Specialists|https://www.youtube.com/channel/UCG87WTqDKIqA704uqjumJgg|4|2|unsure
JD Kato|JD Kato|https://www.youtube.com/channel/UCFuxqQLiDsRs1P7pbNwlpxQ|4|1|unsure
deadmau5|deadmau5|https://www.youtube.com/channel/UCYEK6xds6eo-3tr4xRdflmQ|4|2|unsure
Ansong Ah|Ansong Ah|https://www.youtube.com/channel/UCz1gCX3WT5lAKTG_WstTlrQ|4|2|unsure
IT Alchemy|IT Alchemy|https://www.youtube.com/channel/UCemWl-Ze7yowMdzV9Hv-Hmw|4|1|unsure
Creative Techos|Creative Techos|https://www.youtube.com/channel/UC1p1qP_RbxeDgU7lWdTG3GQ|4|2|unsure
Solar Power Edge|Solar Power Edge|https://www.youtube.com/channel/UCSNAOq33nv3Ifd6q3b6lKbg|4|2|unsure
Let's Automate|Let's Automate|https://www.youtube.com/channel/UCm-cVsRgJHChrEjeKENKJ-A|4|2|unsure
make2explore Systems|make2explore Systems|https://www.youtube.com/channel/UCExl2gJoLV2owiayQ1Ny7HQ|4|2|unsure
The Saucepan|The Saucepan|https://www.youtube.com/channel/UCi4ICgG-nZApnC6jzIByH-A|4|1|unsure
Mellow_Labs|Mellow_Labs|https://www.youtube.com/channel/UCB2hQrqMYAmck2V5mvxfeIA|4|2|unsure
Mitto YSR|Mitto YSR|https://www.youtube.com/channel/UCbYpT7E1N-OkVhaJABxidJw|4|1|unsure
mariachi127|mariachi127|https://www.youtube.com/channel/UC3NuS07B4G6IAZKF6n2ddTA|4|1|unsure
Carolina Eyck|Carolina Eyck|https://www.youtube.com/channel/UCYkSWMBi1pZUqjs2OngjUyA|4|2|unsure
JuanMTech|JuanMTech|https://www.youtube.com/channel/UCR7Xa7cU9wfkSY9v3yN2Vtw|4|2|unsure
YouTube Viewers|YouTube Viewers|https://www.youtube.com/channel/UCMDQxm7cUx3yXkfeHa5zJIQ|4|3|unsure
Letterman|Letterman|https://www.youtube.com/channel/UCVUx0VcNxnHx7ZjuZK5Sthw|4|2|unsure
Home RenoVision DIY|Home RenoVision DIY|https://www.youtube.com/channel/UCnorhjQR4zJkT7AVNhu395Q|4|3|unsure
laugh out loud flix|laugh out loud flix|https://www.youtube.com/channel/UCeEAPJ6nDdFIg0FAEGY1dMg|4|3|unsure
I Like To Make Stuff|I Like To Make Stuff|https://www.youtube.com/channel/UC6x7GwJxuoABSosgVXDYtTw|4|3|unsure
Aim To Head Official|Aim To Head Official|https://www.youtube.com/channel/UC1KJEk-EZMmDF9DJKMK5OCQ|4|2|unsure
Ritter Butzke|Ritter Butzke|https://www.youtube.com/channel/UC6DcBdYEKTHtb4HVVwUMDxg|4|1|unsure
Soul Sessions|Soul Sessions|https://www.youtube.com/channel/UC2fu2sg8qMd3hA3kn4mYlrQ|4|1|unsure
Seismic Dance Event|Seismic Dance Event|https://www.youtube.com/channel/UC2iQ3op3Xar4TLX03oEmJYg|4|1|unsure
Piano Superhuman Tutorials - Learn Piano Easy|Piano Superhuman Tutorials - Learn Piano Easy|https://www.youtube.com/channel/UCZdUoB_OStDSidFXp0DC9jw|4|4|unsure
GZ 23 (Gorillaz Live Archive)|GZ 23 (Gorillaz Live Archive)|https://www.youtube.com/channel/UCRe_AsG-qnfSWob6L-p0zXQ|4|2|unsure
Unlock Wisdom|Unlock Wisdom|https://www.youtube.com/channel/UCNhcSOkx6vwqEPnslS6jWOg|4|3|unsure
Jakeclips|Jakeclips|https://www.youtube.com/channel/UCcgrb95AIB6Of5Z3TUR6Btg|4|4|unsure
entralwake|entralwake|https://www.youtube.com/channel/UC03ADiJU9-fizyruSrH8EEg|4|2|unsure
Kidd Snooze|Kidd Snooze|https://www.youtube.com/channel/UCXf-Lf26-Nd0uxiGeQn6roA|4|1|unsure
TooMuchPing|TooMuchPing|https://www.youtube.com/channel/UCHjo1l1HbEyCKxBeVbrURxQ|4|2|unsure
The Sigma Life|The Sigma Life|https://www.youtube.com/channel/UCeprKTQ1H41te5juHLPP6KA|4|4|unsure
Eddie And The Getaway|Eddie And The Getaway|https://www.youtube.com/channel/UCcT1UMvtcbLK5TSF2A3qzPQ|4|4|unsure
Dylan Anderson|Dylan Anderson|https://www.youtube.com/channel/UCpuT8AlP9P9EgW_pZ0_xInQ|4|4|unsure
SIMPLY TALKING PODCAST|SIMPLY TALKING PODCAST|https://www.youtube.com/channel/UCMBOqUmQUMPB5fTBP4dmiRg|4|4|unsure
Ry Clique|Ry Clique|https://www.youtube.com/channel/UC5B1Bt1mgOeGj304u2FIaaw|4|2|unsure
Pixel Rookie|Pixel Rookie|https://www.youtube.com/channel/UCJJpgSQwX50RhwamJOgvuOw|4|2|unsure
Just Some Videos|Just Some Videos|https://www.youtube.com/channel/UCUq9IP5W5Uza7iOug7HwM5g|4|1|unsure
Jordan Strang|Jordan Strang|https://www.youtube.com/channel/UCtY61kH7aEv1vrU25YosQnw|4|1|unsure
Lil' Chief Records|Lil' Chief Records|https://www.youtube.com/channel/UCGIQxn4fW80bIvFL1neNQEg|4|2|unsure
Digitworks|Digitworks|https://www.youtube.com/channel/UCUx_LpmM5CRuL7E7Uz8fNZg|4|1|unsure
gredin41|gredin41|https://www.youtube.com/channel/UCmSzIUzCGjm1bKpvBBX300w|4|1|unsure
mike mikelike|mike mikelike|https://www.youtube.com/channel/UC-QcActLCNh9iqwV2ZqUf0w|4|1|unsure
MusicWithPeteTv|MusicWithPeteTv                       |https://www.youtube.com/channel/UC42kNemXeq__lepeaXeJ2Jw|4|2|unsure
Broken Ridge Records|Broken Ridge Records|https://www.youtube.com/channel/UC8_PcisK6k4lMkNDoSesDaA|4|1|unsure
Gorran Kendall|Gorran Kendall|https://www.youtube.com/channel/UCdJbcC-bCcgpjd3HVnn9dGA|3|3|unsure
Beyond Military|Beyond Military|https://www.youtube.com/channel/UCxa-R6YNIxqlbdVrx4nmOzA|3|3|unsure
Showroom Partners Entertainment|Showroom Partners Entertainment|https://www.youtube.com/channel/UCmMuZnymklPQlSdNWXyasXg|3|2|unsure
AI Revolution|AI Revolution|https://www.youtube.com/channel/UC5l7RouTQ60oUjLjt1Nh-UQ|3|2|unsure
Musora|Musora|https://www.youtube.com/channel/UCP1ZfPYU0cjhXXnuxlLVhqQ|3|1|unsure
Mattias Krantz|Mattias Krantz|https://www.youtube.com/channel/UCEgm-3RvRn4nCR-fGGVsfdQ|3|2|unsure
Bitner Built|Bitner Built|https://www.youtube.com/channel/UCQhw4CPKgUZyCKVmAYCoRIQ|3|2|unsure
triple j|triple j|https://www.youtube.com/channel/UCd2KNtfphz8HvYzM4pwtHmg|3|1|unsure
Sam Tompkins|Sam Tompkins|https://www.youtube.com/channel/UCN-lWv8IwDNljiJA6oDCERA|3|2|unsure
EELF|EELF|https://www.youtube.com/channel/UCfyuDg7cIVtg04zg3XRlQHQ|3|1|unsure
Arkarmz|Arkarmz|https://www.youtube.com/channel/UCF9YqEeI_z0YGyXvgeyd4Lw|3|1|unsure
Grunge|Grunge|https://www.youtube.com/channel/UCWlIGsKGsvgFJHkiZml4O1A|3|2|unsure
Rick Beato|Rick Beato|https://www.youtube.com/channel/UCJquYOG5EL82sKTfH9aMA9Q|3|2|unsure
Creation Secret|Creation Secret|https://www.youtube.com/channel/UCBwOg6FOvougb3gzy5GhxoQ|3|2|unsure
April Wilkerson|April Wilkerson|https://www.youtube.com/channel/UC4v2tQ8GqP0RbmAzhp4IFkQ|3|2|unsure
Hands On Katie|Hands On Katie|https://www.youtube.com/channel/UCLqQ5m7AXj_oyUvLZPsts0Q|3|1|unsure
Creation Holic|Creation Holic|https://www.youtube.com/channel/UCORtYCE-Fl31LQSYCx7wU2g|3|2|unsure
